Track,Album Name,Artist,Release Date,Spotify Streams,YouTube Views,TikTok Views
South of the Border (feat. Camila Cabello & Cardi B),South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,7/11/2019,765374782.0,419150011.0,43199667.0
Losing It,Losing It,FISHER,7/13/2018,523954769.0,96992359.0,313069043.0
MATHEMATICAL DISRESPECT,MATHEMATICAL DISRESPECT,Lil Mabu,5/5/2023,165642949.0,13111498.0,709390008.0
Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,12/21/2018,815243082.0,258514568.0,649866119.0
Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3,4/23/2021,247462687.0,76319678.0,1691904373.0
Perfect Strangers,Perfect Strangers,Jonas Blue,6/3/2016,1050246077.0,917728451.0,62167288.0
Hey Brother,TRUE,Avicii,1/1/2013,1007623089.0,936816983.0,160676196.0
Otra Noche,Otra Noche - Single,Los ï¿½ï¿½ngeles Az,11/11/2021,238849559.0,401770615.0,16815994.0
Yet To Come,Proof,BTS,6/10/2022,344744597.0,264915434.0,973086190.0
When I'm Gone,When Iï¿½ï¿½ï¿½m Gone (with Katy ,Alesso,12/29/2021,279996207.0,42705657.0,19367991.0
Girlfriend,The Second Wave (Deluxe),Ruger,6/17/2022,56670689.0,126849797.0,344920965.0
WATATI (feat. Aldo Ranks) [From Barbie The Album],WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,6/1/2023,100094720.0,114762460.0,686876114.0
911,911,Fuerza Regida,11/30/2022,181695722.0,188904937.0,1079156243.0
Always,NEVER ENOUGH,Daniel Caesar,4/7/2023,281707091.0,23447030.0,236748049.0
YKWIM?,Bipolar,Yot Club,5/31/2019,675984633.0,118564792.0,882048158.0
Damage,Damage,H.E.R.,10/21/2020,108241832.0,206773555.0,122657966.0
Rags2Riches 2 (feat. Lil Baby),Pray 4 Love (Deluxe),Rod Wave,8/7/2020,227802182.0,69718488.0,749906169.0
Bellyache,Bellyache,Billie Eilish,2/24/2017,965899534.0,834705559.0,287094813.0
No Wahala,No Wahala,1da Banton,7/2/2021,154010050.0,234249323.0,729439284.0
Wait a Minute!,ARDIPITHECUS,WILLOW,1/11/2015,1081039358.0,422709495.0,2051079047.0
HONEY BEES,HONEY BEES - Single,Hachi,2/6/2023,423395.0,316523235.0,14242780.0
Gypsy,Gypsy,G.D. Kaur,5/10/2022,58989412.0,457435947.0,756707.0
Ojos Marrones,Ojos Marrones,Lasso,6/3/2022,370988405.0,69184223.0,1614554007.0
WASTE,DISORDER,Kxllswxtch,10/29/2021,272051636.0,39751949.0,1314232560.0
512,Primer Dia de Clases,Mora,2/5/2021,475820416.0,270122797.0,369308687.0
Sï¿½ï¿½guelo Bail,Odisea,Ozuna,8/25/2017,544755640.0,1070075376.0,174267433.0
Arranca (feat. Omega),Arranca (feat. Omega),Becky G,3/10/2023,161172707.0,52352229.0,140240096.0
The Family Madrigal,Encanto (Original Motion Picture Soundtrack),Stephanie Beatriz,11/19/2021,217919853.0,351386257.0,1067404078.0
Hasta Abajo,Hasta Abajo,KEVIN ROLDAN,7/26/2019,380367132.0,663705750.0,495501340.0
Flawlï¿½ï¿½ss (feat. Lil Uzi V,Lyfï¿,Yeat,9/9/2022,233573513.0,39331190.0,122612542.0
Bon appï¿½ï¿,Bon Appï¿½ï¿,Katy Perry,4/28/2017,280898252.0,1396756746.0,137526328.0
I'm the One,EPIC AF,DJ Khaled,1/1/2017,1257029279.0,77475141.0,134170742.0
Stay With Me,Candy Baby,1nonly,7/30/2020,398942581.0,231553878.0,1054813567.0
Typa Girl,BORN PINK,BLACKPINK,9/16/2022,357054107.0,199710937.0,790229870.0
Ayy Macarena,Ayy Macarena,Tyga,11/13/2019,417311779.0,325105642.0,1001763796.0
ELA PIROU NA DODGE RAM,ELA PIROU NA DODGE RAM - Single,Luan Pereira,3/17/2023,149455007.0,185077693.0,272723903.0
Like What (Freestyle),Like What (Freestyle),Cardi B,3/1/2024,23475715.0,21710598.0,27373700.0
Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,1/1/2009,1587114096.0,993529828.0,338781002.0
Wet Dreamz,2014 Forest Hills Drive,J. Cole,12/9/2014,1244864869.0,280151086.0,49460597.0
Dhani Ho Sab Dhan,Dhani Ho Sab Dhan,Pawan Singh,1/31/2023,1332230.0,307838128.0,2278729.0
Next Level,Next Level,aespa,5/17/2021,245384123.0,514192282.0,693149332.0
Whiskey Glasses,The Way I Talk,Morgan Wallen,7/29/2016,806728296.0,429423484.0,74890093.0
Esta Vida,Esta Vida - Single,Marshmello,4/13/2023,94359848.0,66093104.0,13515544.0
Shotta Flow [Remix],Shotta Flow (feat. Blueface) [Remix],NLE Choppa,6/20/2019,496344788.0,476656319.0,31236119.0
Bolide allemand,Liens du 100,SDM,12/1/2022,152546936.0,129655800.0,54647905.0
Amor Tumbado,Mi Nuevo Yo,Natanael Cano,12/24/2019,413743535.0,420669522.0,152431204.0
New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,8/31/2022,155399041.0,32481842.0,135832597.0
MANIAC,The 4th Mini Album 'VERSUS',VIVIZ,11/2/2023,77590300.0,94172195.0,170046435.0
Don't Mind,EPIC AF,Kent Jones,1/1/2016,416147244.0,179143462.0,188910778.0
Dientes,Dientes,J Balvin,9/15/2023,38622215.0,16445144.0,59118842.0
Look Alive (feat. Drake),Look Alive (feat. Drake),BlocBoy JB,2/9/2018,982424606.0,123104265.0,172191863.0
Midnight Rain,Midnights,Taylor Swift,10/21/2022,658208129.0,83795730.0,256300464.0
"Lagdi Lahore Di (From ""Street Dancer 3D"")","Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,1/15/2020,112851903.0,540940484.0,295549159.0
A Mï¿,A Mï¿,Rels B,2/21/2019,631152992.0,655475553.0,353157722.0
Buttabomma - Telugu,"Buttabomma (From ""Ala Vaikunthapurramuloo"") - Single",Armaan Malik,12/24/2019,92120986.0,981723299.0,219466261.0
Burn It Down,Never Enough,Parker McCollum,5/12/2023,42332727.0,23741737.0,14014956.0
Tu Fan,tu fan,mafalda cardenal,5/26/2023,65670361.0,96035934.0,493111688.0
Whole Lotta Choppas,Whole Lotta Choppas,Sada Baby,8/14/2020,55312275.0,39808873.0,2188871458.0
Heartless,808s & Heartbreak (Exclusive Edition),Kanye West,1/1/2008,1315577954.0,366241783.0,250337316.0
Skate,Skate,Bruno Mars,7/30/2021,248947222.0,129102965.0,5258682.0
Mercy,Mercy,Shawn Mendes,8/18/2016,1351515181.0,602907962.0,169125285.0
Dame Tu Cosita (feat. Cutty Ranks),Dame Tu Cosita,El Chombo,4/15/2018,47325533.0,585319992.0,6695334604.0
Mount Everest,Mount Everest,Labrinth,6/21/2019,612159812.0,218832200.0,3490816416.0
Escï¿½ï¿½n,Escï¿½ï¿½n,ýýengo Flow,8/25/2023,63748913.0,109386782.0,4695060.0
LAISSE MOI,LAISSE MOI,KeBlack,9/8/2023,76805130.0,62061765.0,261958744.0
Baianï¿,Baianï¿,Bakermat,7/26/2019,402771910.0,131360082.0,1028129238.0
Homicide (feat. Eminem),Homicide,Logic,5/3/2019,526019789.0,272873622.0,21779736.0
More Than My Hometown,More Than My Hometown,Morgan Wallen,4/17/2020,503296417.0,198319407.0,124574139.0
Work Out,Work Out,J. Cole,7/4/2011,955547971.0,310902280.0,130023976.0
Fall In Love Alone,Fall In Love Alone,Stacey Ryan,5/13/2022,250626750.0,42387613.0,1888735985.0
Plain Jane,Plain Jane,A$AP Ferg,8/4/2017,733772721.0,251008598.0,707393379.0
ORANGE SODA,ORANGE SODA,Baby Keem,7/16/2019,676690653.0,69181584.0,203414980.0
Clap For 'Em (feat. Flo Milli & Sada Baby),Clap For 'Em (feat. Flo Milli & Sada Baby),YungManny,3/20/2021,21634137.0,1198045.0,1553141547.0
Righteous,Righteous,Juice WRLD,4/24/2020,553627198.0,293505196.0,43552260.0
Tï¿½ï¿½ ,Odisea,Ozuna,8/25/2017,500508660.0,978838486.0,136354987.0
Casei Com a Putaria,Casei Com a Putaria,Mc Paiva ZS,7/1/2022,255564797.0,264486017.0,183685728.0
9mm,Memphis Cult Vol. 6,Memphis Cult,2/23/2023,157826873.0,33874675.0,587731.0
SOLO - Live,BLACKPINK 2018 TOUR 'IN YOUR AREA' SEOUL (Live),BLACKPINK,8/30/2019,6197708.0,1100441738.0,421369.0
Envy Me,Envy Me,Calboy,9/13/2018,492873992.0,319720084.0,1010801789.0
vendetta!,vendetta!,MUPP,5/20/2022,317919778.0,51618223.0,60936894.0
Tï¿½ï¿½ OK (Re,Tï¿½ï¿½ OK (Remix) (feat. MC Kevin o Ch,DENNIS,8/3/2023,112629182.0,45525215.0,569736479.0
I'll Be Waiting,I'll Be Waiting,Cian Ducrot,11/10/2022,185042019.0,35977202.0,68670799.0
Untitled #13,Untitled #13,Glwzbll,4/4/2023,32244050.0,103148536.0,1579523296.0
El Belicï¿½,El Belicï¿½,Peso Pluma,2/4/2022,254275891.0,326775934.0,217432850.0
imgonnagetyouback,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,4/19/2024,88244010.0,7381186.0,14644000.0
Roses (with Juice WRLD feat. Brendon Urie),Roses (with Juice WRLD feat. Brendon Urie),benny blanco,12/5/2018,475881575.0,40942190.0,41147911.0
BANZAI!,BANZAI!,Kazuo,12/24/2022,118164.0,341971709.0,20739.0
One Thing Right,One Thing Right (feat. Kane Brown),Marshmello,6/21/2019,545011148.0,312775703.0,170167441.0
Wildest Dreams,1989 (Deluxe),Taylor Swift,1/1/2014,964058806.0,930982185.0,1025978293.0
What About Us,What About Us,P!nk,8/10/2017,788403596.0,508358793.0,215488504.0
On The Floor,VTM Kzoom Hits Best Of 2011,Jennifer Lopez,1/1/2011,456241170.0,2333347395.0,1446146402.0
Mentalitï¿,EP2,Baby Gang,6/17/2022,120605300.0,116373773.0,261974228.0
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,9/28/2018,1569891590.0,384590913.0,530240861.0
Captain Hook,Suga,Megan Thee Stallion,3/6/2020,199063354.0,140058306.0,1039448470.0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Djpaoremix,2/3/2023,134274.0,6873380.0,379926509.0
I'll Be There,I'll Be There,Robin Schulz,10/13/2023,21067560.0,8446909.0,3385213.0
Time Today,Time Today,Moneybagg Yo,2/3/2021,191071471.0,109977159.0,67883730.0
Hold Me While You Wait,Hold Me While You Wait,Lewis Capaldi,5/3/2019,793528511.0,318332999.0,140058016.0
messy in heaven,messy in heaven,venbee,9/23/2022,120785398.0,25495861.0,64940140.0
Maquillaje,Maquillaje - Single,Renn,1/10/2024,71320813.0,42538475.0,7603158.0
Coming for You (feat. A1 x J1),Coming for You (feat. A1 x J1),SwitchOTR,10/29/2021,169896142.0,75289061.0,1737382885.0
Toxic Pony,Toxic Pony (feat. Britney Spears & Ginuwine),ALTï¿½ï,1/21/2022,103232015.0,9695261.0,2866098547.0
Grey,Grey - Single,Yung Filly,1/26/2024,48858795.0,14953162.0,7540800.0
Aquï¿½ï¿½ A,Aquï¿½ï¿½ A,Christian Nodal,7/10/2020,423313161.0,597262135.0,35488227.0
Whistle,Pioneer The Album (Vol.13),Flo Rida,9/27/2010,814272136.0,731556941.0,257784004.0
ýýýýýýýýýýýýýýýýýý - ýýýý ýýýýýýýý ýýýýýýýý ýýýýýý,ýýýýýýýýýýýýýýýýýý (ýýýý ýýýýýýýý ýýýýýýýý ýýýýýý),Ahmed Saad,6/20/2023,20588020.0,179178650.0,274048028.0
Leave Me Alone,Leave Me Alone,Flipp Dinero,3/14/2018,651863663.0,364860562.0,318020837.0
In My Head,In My Head,Lil Tjay,4/1/2022,237061046.0,47378172.0,3442700.0
Plan A,Plan A,Paulo Londra,3/23/2022,275416061.0,237452601.0,356327284.0
GoodSin,Avana - EP,Olivetheboy,4/21/2023,9513971.0,17460383.0,262199462.0
River,River,Bishop Briggs,1/22/2016,547304707.0,566895107.0,4144883692.0
Dil Diyan Gallan,Tiger Zinda Hai (Original),Atif Aslam,12/12/2017,204127666.0,1326806818.0,60784930.0
Little Bit of Love,Little Bit of Love,Tom Grennan,1/8/2021,389164529.0,96711789.0,82984646.0
I Knew You Were Trouble.,I Knew You Were Trouble.,Taylor Swift,1/1/2012,839642356.0,545463966.0,48882930.0
Fresh Out The Slammer,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,105424914.0,7227379.0,2500000.0
The Real Slim Shady,The Source Hip-Hop Hits Vol. 4,Eminem,1/1/2000,1798020679.0,961666231.0,771015965.0
Left and Right (Charlie Puth) [feat. Jung Kook of BTS] - Sped Up Version,Left and Right (Charlie Puth) [feat. Jung Kook of BTS] [Sped Up Version],sped up nightcore,7/18/2022,3492767.0,412119147.0,24601626.0
Save Me,Save Me,Jelly Roll,6/25/2020,143528699.0,395691039.0,184322890.0
ýýýýýý,ýýýýýý,SPRITE,4/29/2021,9126545.0,440738171.0,1185912241.0
Best For Me,Best For Me,Joyner Lucas,3/18/2024,18852560.0,18904500.0,1200000.0
Ni Me Debes Ni Te Debo,Colmillo De Leche,Carin Leon,5/19/2023,168963270.0,138646834.0,90780465.0
Ya No Vuelvas,Ya No Vuelvas,Luck Ra,8/9/2022,28739240.0,378611518.0,26531589.0
Scared To Be Lonely,Dua Lipa (Complete Edition),Martin Garrix,1/1/2015,1254883107.0,995579933.0,113741661.0
Un Aï¿½,Un Aï¿½,Sebastian Yatra,1/18/2019,573290850.0,830580317.0,164663552.0
21,THE GOAT,Polo G,5/15/2020,500766243.0,161831915.0,22513039.0
I Gotta Feeling,The E.N.D. (The Energy Never Dies),Black Eyed Peas,1/1/2009,1423655688.0,190741649.0,680999560.0
NOSTYLIST,NO STYLIST,Destroy Lonely,8/12/2022,100973437.0,14289584.0,552255188.0
SO DONE,SO DONE,The Kid LAROI,10/23/2020,428787524.0,63666862.0,116127311.0
The Boat Beat,The Boat Beat,Ricky Desktop,5/12/2020,13847072.0,8068836.0,3081391270.0
No Es Justo,No Es Justo,J Balvin,5/11/2018,580941059.0,965441155.0,19928111.0
New Jeans,NewJeans 'Super Shy',NewJeans,7/7/2023,253890110.0,32342210.0,242425753.0
WANNABE,IT'z ME,ITZY,3/9/2020,365845397.0,731488947.0,362463277.0
Yï¿½ï¿½reï¿½ï¿½i,Yï¿½ï¿½reï¿½ï¿½i,Amo988,9/15/2023,75979813.0,104439157.0,60449279.0
Champagne Poetry,Certified Lover Boy,Drake,9/3/2021,308396120.0,63664549.0,1204022719.0
Imitadora,Imitadora,Romeo Santos,6/23/2017,503904686.0,1009029328.0,979585978.0
20 Min,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,11/17/2017,1006734157.0,106339744.0,144628943.0
Ya No Tiene Novio,Ya No Tiene Novio,Sebastian Yatra,8/10/2018,431529832.0,1077954732.0,43241693.0
Your Power,Your Power,Billie Eilish,4/29/2021,423439672.0,170437339.0,347631092.0
Bling Bling,Bling Bling - Single,Grupo Marca Registrada,11/27/2023,96383243.0,51056879.0,4336957.0
PERO Tï¿,PERO Tï¿,KAROL G,2/23/2023,212911684.0,106041009.0,131834580.0
N'y pense plus,N'y pense plus,Tayc,6/19/2020,177952382.0,217526800.0,2758905591.0
Body,Good News,Megan Thee Stallion,11/20/2020,327693363.0,215966337.0,2873316705.0
Where You Are,Where You Are,John Summit,3/3/2023,123058600.0,15090329.0,30233661.0
Scream & Shout,Scream & Shout,will.i.am,11/20/2012,767661283.0,1211548500.0,838554125.0
bigger thï¿½ï¿½n everyt,bigger thï¿½ï¿½n everyt,Yeat,8/10/2023,48790265.0,11963045.0,2309009.0
Princess Diana (with Nicki Minaj),Princess Diana (with Nicki Minaj),Ice Spice,4/14/2023,220270601.0,32354134.0,905030524.0
This Is Me,This Is Me,Keala Settle,10/27/2017,809894358.0,622964718.0,16464069.0
QUE PRETENDES,OASIS,J Balvin,6/28/2019,806817589.0,489443301.0,131482347.0
The Chicken Wing Beat,The Chicken Wing Beat,Ricky Desktop,6/13/2020,68033539.0,88796716.0,2164370742.0
Baila Baila Baila,Baila Baila Baila,Ozuna,1/5/2019,563326343.0,619678799.0,13221298.0
Ms. Jackson,Ms. Jackson,Pashanim,8/24/2023,91200208.0,9615800.0,4482394.0
Sï¿½ï¿½PER ULTRA ,Sï¿½ï¿½PER ULTRA ,Picus,4/15/2023,14167450.0,246398948.0,145453664.0
Sin Tanto Royo,Sin Tanto Royo,Luis R Conriquez,10/20/2023,92158242.0,73651632.0,1349277.0
Psycho,ýýýThe ReVe Festivalýýý Finale,Red Velvet,12/23/2019,471042668.0,716847469.0,222663523.0
Rhyme Dust,Rhyme Dust,MK,2/24/2023,116992202.0,7745796.0,92238960.0
Loco,Loco,Justin Quiles,5/13/2021,417078369.0,22493718.0,1310854382.0
Siempre Pendientes,Siempre Pendientes,Peso Pluma,8/15/2022,395739041.0,115349777.0,347269682.0
LALALI,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,4/29/2024,11282322.0,23217618.0,22700.0
Slut Me Out,Slut Me Out - Single,NLE Choppa,4/15/2022,346862697.0,28725574.0,186623555.0
Real Love,Real Love,Martin Garrix,9/22/2023,23089149.0,1508079.0,160449801.0
A Tu Merced,YHLQMDLG,Bad Bunny,2/29/2020,778269101.0,357643934.0,287886349.0
Cake By The Ocean,Pop Music Best Hit 2012-16's VOL18,DNCE,1/1/2012,1623436416.0,205204907.0,345185931.0
Exchange,T R A P S O U L,Bryson Tiller,10/2/2015,989672356.0,713521813.0,71925380.0
Wasted Love (feat. Lagique),Wasted Love (feat. Lagique),Ofenbach,1/8/2021,385903701.0,67488485.0,771965593.0
She Got the Best of Me,This One's for You Too (Deluxe Edition),Luke Combs,6/1/2018,572628080.0,358325972.0,45145253.0
Y Si Se Quiere Ir,Y Si Se Quiere Ir,"Luis Angel ""El Flaco""",11/19/2021,110244949.0,442934526.0,12667235.0
Camelot,Camelot,NLE Choppa,9/13/2019,537163250.0,299438117.0,45616164.0
Stuck In The Middle,Stuck in the Middle,Tai Verdes,5/29/2020,143421888.0,23355896.0,6940732133.0
Step Back!,Step Back!,1nonly,9/2/2022,166436749.0,49886904.0,219657145.0
ýýýýýý,ýýýýýý,YOASOBI,1/6/2021,311307250.0,460930832.0,275649626.0
UK Rap,Split Decision,Dave,6/4/2023,107742416.0,11323598.0,921.0
Mi Cama,Mi Cama,KAROL G,5/11/2018,224367887.0,1159610485.0,99044675.0
True Love,True Love,Kanye West,5/27/2022,269363579.0,3464827.0,139748.0
La Triple T,La Triple T,TINI,5/5/2022,265244748.0,219911011.0,837142924.0
Car's Outside,YOU,James Arthur,10/18/2019,578464780.0,99386903.0,3957426996.0
Paradise,Mylo Xyloto,Coldplay,10/19/2011,1291954163.0,325509002.0,1016743063.0
Devil Doesnï¿½ï¿½ï¿½t B,(Un)Commentary,Alec Benjamin,4/15/2022,203417763.0,69712050.0,686244417.0
Vamos Aclarando Muchas Cosas - En Vivo,Vamos Aclarando Muchas Cosas (En Vivo),Codiciado,9/2/2022,145135597.0,226936682.0,181357126.0
Peru,#NAME?,Fireboy DML,1/1/2020,316588910.0,276127028.0,291943987.0
Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) - Ao ,Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) [Ao V,Guilherme & Benuto,6/23/2022,290735048.0,296249830.0,91683933.0
Just Pretend,THE DEATH OF PEACE OF MIND,Bad Omens,2/25/2022,209635991.0,26381437.0,231239811.0
older,older,Isabel LaRosa,9/15/2023,174933335.0,13345496.0,3421698.0
Glorious (feat. Skylar Grey),Glorious (feat. Skylar Grey),Macklemore,6/15/2017,899431434.0,345265852.0,813589191.0
Alone,Black Panther: Wakanda Forever - Music From and Inspired By,Burna Boy,11/4/2022,139783785.0,37874489.0,129948415.0
Delicate,reputation,Taylor Swift,11/10/2017,987770768.0,593364271.0,130537420.0
Ni**as In Paris,Watch the Throne (Deluxe),JAY-Z,1/1/2011,1436087930.0,444307904.0,199117216.0
On The Radar Freestyle,On The Radar Freestyle,Drake,7/26/2023,86155124.0,17603372.0,21751158.0
Forever (feat. Fridayy),It's Only Me,Lil Baby,10/14/2022,101717995.0,28422099.0,15743.0
Bang Bang,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Jessie J,1/1/2014,1336196012.0,321959140.0,243157936.0
Reminder,Starboy,The Weeknd,11/25/2016,1015965940.0,530807213.0,445032303.0
"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version),Taylor Swift,10/26/2023,265932119.0,10688311.0,148790467.0
Yo No Soy Celoso,Un Verano Sin Ti,Bad Bunny,5/6/2022,370800055.0,130681979.0,123346772.0
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,5/8/2020,437558372.0,131588669.0,88146717.0
JEALOUSY (feat. Cardi B),JEALOUSY (feat. Cardi B),Offset,7/28/2023,58058696.0,31124272.0,62820921.0
Clash (feat. Stormzy),Clash (feat. Stormzy),Dave,7/8/2021,237619076.0,83880421.0,121310762.0
Salt,Salt (The Remixes),Ava Max,12/12/2019,388802420.0,267992366.0,1836584524.0
Fire On Fire,Fire On Fire,Sam Smith,12/21/2018,697834321.0,408377555.0,1362132192.0
Shoong! (feat. LISA of BLACKPINK),Down to Earth,TAEYANG,4/25/2023,156994096.0,147699486.0,180459570.0
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Leave Em Alone (with Lil Baby & City Girls feat. PnB Rock),Quality Control,5/29/2019,239850720.0,137567703.0,592960684.0
Boyz In Paris (with VINAI),Boyz In Paris (with VINAI),Marnik,7/28/2023,136709117.0,5623146.0,11060327.0
3 Nights,"Don't Forget About Me, Demos",Dominic Fike,10/16/2018,987061577.0,118458946.0,219224269.0
Ngozi,Trench to Triumph,Crayon,7/21/2023,48581084.0,35448614.0,270727164.0
i am not who i was,i am not who i was - Single,Chance Peï¿½,9/21/2023,188215390.0,3624497.0,21944041.0
July,July,Noah Cyrus,7/31/2019,977870118.0,122949402.0,348624319.0
Perro Fiel (feat. Nicky Jam),El Dorado,Shakira,5/26/2017,433482670.0,1080335262.0,415634670.0
Andamos Mejor,Andamos Mejor,Los Gemelos De Sinaloa,1/24/2022,209092342.0,265900557.0,200533647.0
Drag Me Down,Drag Me Down,One Direction,7/31/2015,1125333823.0,1124359897.0,175883717.0
Tu Turrito,Tu Turrito,Rei,5/4/2022,187818818.0,291692983.0,365176711.0
ýýýý ýýýýýýýýýý,ýýýý ýýýýýýýýýý,ANNA ASTI,6/3/2022,21081306.0,375871120.0,74908911.0
Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,3/13/2020,609716786.0,280056.0,1195714328.0
Get Off The Wall,Get Off The Wall,Philly Goats,6/2/2023,8470479.0,8291412.0,503891783.0
It'll Be Okay,It'll Be Okay,Shawn Mendes,12/1/2021,344658498.0,114495950.0,1514925086.0
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",La Pantera,1/14/2022,283228006.0,169044728.0,906688195.0
Stereo Hearts (feat. Adam Levine),Megahits 2012 - Die Erste,Gym Class Heroes,1/1/2011,1318596835.0,1141964928.0,1056131649.0
Tuesday (feat. Drake),Tuesday (feat. Drake),ILOVEMAKONNEN,9/1/2014,242892279.0,11099856.0,106882417.0
Killshot,Killshot,Eminem,9/19/2018,415971193.0,596108481.0,119866465.0
Cartï¿½ï¿½o B,Cartï¿½ï¿½o B,MC Caverinha,5/11/2023,143421339.0,108239669.0,125638371.0
Drama (feat. Drake),Exis,Roy Woods,7/31/2015,497826683.0,83526342.0,178226220.0
Entre Nosotros,Entre Nosotros,Tiago PZK,7/8/2021,472107491.0,221630313.0,295962547.0
Lucky You (feat. Joyner Lucas),Kamikaze,Eminem,8/31/2018,709560621.0,478624672.0,19887287.0
Casanova,Casanova,Soolking,12/7/2023,68705759.0,31447677.0,111700.0
Fruto,en dormir sin Madrid,Bizarrap,10/3/2023,188131570.0,23791636.0,13208632.0
Bandana,Bandana,Fireboy DML,7/13/2022,118971684.0,14545093.0,169166011.0
the perfect pair,Beatopia,beabadoobee,7/15/2022,230129740.0,34590747.0,369833975.0
F.N.F. (Let's Go),F.N.F. (Let's Go) - Single,Hitkidd,5/3/2022,68460285.0,107349472.0,301331608.0
Falling Angel,Falling Angel,HCTM,8/13/2022,72997.0,32345.0,1159454840.0
Sofia,Sofia,Clairo,7/26/2019,728920951.0,168855750.0,313505897.0
Speed Drive (From Barbie The Album),Speed Drive (From Barbie The Album),Charli xcx,6/29/2023,222975612.0,22571591.0,770931522.0
A N X I E T Y (feat. Doechii),Boy Meets World,Sleepy Hallow,9/15/2023,63607535.0,7769494.0,21062791.0
Forever,Euphoria (Original Score from the HBO Series),Labrinth,10/4/2019,321892912.0,71926168.0,11338513351.0
Silent Hill,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,151507054.0,46312741.0,19198685.0
The Autotrem 1.0,The Autotrem 1.0 - Single,DJ RICK 013,6/8/2023,45821951.0,30710090.0,637314253.0
Attention,NewJeans 1st EP 'New Jeans',NewJeans,8/1/2022,384965888.0,174618135.0,745435770.0
Halls na Lï¿½ï¿½,Halls na Lï¿½ï¿½,Kadu Martins,3/24/2023,150516046.0,146315225.0,269119367.0
21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),Nathan Dawe,4/29/2022,305830522.0,33342986.0,88167309.0
Yeshua (dance cruise),YESHUA (dance cruise) - Single,Dj Bentoa,4/22/2023,4546579.0,2359297.0,242636617.0
Rojo,Rojo,J Balvin,2/27/2020,606603985.0,411037239.0,118448922.0
Wonder,Wonder,Shawn Mendes,10/2/2020,595220757.0,147218521.0,783096025.0
Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Kali Uchis,8/4/2023,96105220.0,40245884.0,531122265.0
